rule_id,condition_json,recommended_scheme,recommended_loan,recommended_insurance,priority,confidence,reason
405,"{""state"": ""Tamil Nadu"", ""crop"": ""Cotton"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS)",1,0.82,"Farmer in Tamil Nadu cultivating Cotton with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Cotton is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
406,"{""state"": ""Tamil Nadu"", ""crop"": ""Rice"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.82,"Farmer in Tamil Nadu cultivating Rice with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Rice is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
407,"{""state"": ""Tamil Nadu"", ""crop"": ""Rice"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),2,0.76,"Farmer in Tamil Nadu cultivating Rice with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Rice is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
408,"{""state"": ""Tamil Nadu"", ""crop"": ""Rice"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),3,0.83,"Farmer in Tamil Nadu cultivating Rice with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Rice is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage."
409,"{""state"": ""Tamil Nadu"", ""crop"": ""Rice"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),4,0.87,"Farmer in Tamil Nadu cultivating Rice with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Rice is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
410,"{""state"": ""Tamil Nadu"", ""crop"": ""Rice"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.85,"Farmer in Tamil Nadu cultivating Rice with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Rice is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
411,"{""state"": ""Tamil Nadu"", ""crop"": ""Wheat"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.88,"Farmer in Tamil Nadu cultivating Wheat with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Wheat is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
412,"{""state"": ""Tamil Nadu"", ""crop"": ""Wheat"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),2,0.92,"Farmer in Tamil Nadu cultivating Wheat with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Wheat is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
413,"{""state"": ""Tamil Nadu"", ""crop"": ""Wheat"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),3,0.85,"Farmer in Tamil Nadu cultivating Wheat with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Wheat is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage."
414,"{""state"": ""Tamil Nadu"", ""crop"": ""Wheat"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),4,0.86,"Farmer in Tamil Nadu cultivating Wheat with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Wheat is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
415,"{""state"": ""Tamil Nadu"", ""crop"": ""Wheat"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.8,"Farmer in Tamil Nadu cultivating Wheat with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Wheat is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
416,"{""state"": ""Tamil Nadu"", ""crop"": ""Sugarcane"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS)",1,0.85,"Farmer in Tamil Nadu cultivating Sugarcane with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Sugarcane is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
417,"{""state"": ""Tamil Nadu"", ""crop"": ""Sugarcane"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS)",2,0.9,"Farmer in Tamil Nadu cultivating Sugarcane with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Sugarcane is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
418,"{""state"": ""Tamil Nadu"", ""crop"": ""Sugarcane"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS)",3,0.79,"Farmer in Tamil Nadu cultivating Sugarcane with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Sugarcane is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage."
419,"{""state"": ""Tamil Nadu"", ""crop"": ""Sugarcane"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS)",4,0.78,"Farmer in Tamil Nadu cultivating Sugarcane with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Sugarcane is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
420,"{""state"": ""Tamil Nadu"", ""crop"": ""Sugarcane"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS)",1,0.9,"Farmer in Tamil Nadu cultivating Sugarcane with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Sugarcane is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
421,"{""state"": ""Tamil Nadu"", ""crop"": ""Soybean"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.96,"Farmer in Tamil Nadu cultivating Soybean with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Soybean is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
422,"{""state"": ""Tamil Nadu"", ""crop"": ""Soybean"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),2,0.75,"Farmer in Tamil Nadu cultivating Soybean with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Soybean is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
423,"{""state"": ""Tamil Nadu"", ""crop"": ""Soybean"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),3,0.85,"Farmer in Tamil Nadu cultivating Soybean with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Soybean is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage."
424,"{""state"": ""Tamil Nadu"", ""crop"": ""Soybean"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),4,0.93,"Farmer in Tamil Nadu cultivating Soybean with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Soybean is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
425,"{""state"": ""Tamil Nadu"", ""crop"": ""Soybean"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.9,"Farmer in Tamil Nadu cultivating Soybean with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Soybean is a priority crop under PMFBY in Tamil Nadu, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
